336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,334,331,331,331,331,331,326,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,334,331,331,331,331,335,331,331,331,326,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,333,1,1,1,1,1,325,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,333,1,1,1,1,1,1,1,1,325,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,333,1,1,1,1,1,325,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,333,1,1,1,1,1,1,1,1,325,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,333,1,1,1,1,1,325,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,333,1,1,1,1,1,1,1,1,325,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,333,1,1,1,1,1,325,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,333,1,1,1,1,1,1,1,1,325,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,333,1,1,1,1,1,325,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,334,331,331,331,331,331,331,326,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,333,1,1,1,1,1,1,1,1,325,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,337,327,1,1,328,332,338,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,333,1,1,1,1,1,1,329,331,331,326,336,336,336,336,336,336,336,336,336,336,336,336,336,336,333,1,1,1,1,1,1,1,1,325,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,333,1,1,325,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,334,330,1,1,1,1,1,1,1,1,1,325,336,336,336,336,336,336,336,336,336,336,336,336,336,336,333,1,1,1,1,1,1,1,1,325,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,333,1,1,325,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,333,1,1,1,1,1,1,1,1,1,1,325,336,336,336,336,336,336,336,336,336,336,336,336,336,336,333,1,1,1,1,1,1,1,1,325,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336
